t2sw,lab
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt18_img-1875.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt18_seg_pr-1876.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt19_img-1878.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt19_seg_pr-1879.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt2_img-1827.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt2_seg_pr-1828.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt20_img-1881.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt20_seg_pr-1882.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt21_img-1884.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt21_seg_pr-1885.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt22_img-1887.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt22_seg_pr-1888.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt23_img-1890.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt23_seg_pr-1891.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt24_img-1893.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt24_seg_pr-1894.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt25_img-1896.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt25_seg_pr-1897.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt26_img-1899.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt26_seg_pr-1900.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt27_img-1902.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt27_seg_pr-1903.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt28_img-1905.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt28_seg_pr-1906.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt29_img-1908.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt29_seg_pr-1909.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt3_img-1830.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt3_seg_pr-1831.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt30_img-1911.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt30_seg_pr-1912.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt4_img-1833.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt4_seg_pr-1834.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt5_img-1836.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt5_seg_pr-1837.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt6_img-1839.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt6_seg_pr-1840.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt7_img-1842.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt7_seg_pr-1843.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt8_img-1845.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt8_seg_pr-1846.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e01_tmpt9_img-1848.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt9_seg_pr-1849.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt10_img-1852.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt10_seg_pr-1852.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt11_img-1855.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt11_seg_pr-1855.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt12_img-1858.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt12_seg_pr-1858.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt13_img-1861.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt13_seg_pr-1861.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt14_img-1864.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt14_seg_pr-1864.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt15_img-1867.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt15_seg_pr-1867.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt16_img-1870.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt16_seg_pr-1870.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt17_img-1873.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt17_seg_pr-1873.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt18_img-1876.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt18_seg_pr-1876.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt19_img-1879.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt19_seg_pr-1879.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt2_img-1828.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt2_seg_pr-1828.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt20_img-1882.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt20_seg_pr-1882.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt21_img-1885.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt21_seg_pr-1885.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt22_img-1888.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt22_seg_pr-1888.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt23_img-1891.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt23_seg_pr-1891.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt24_img-1894.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt24_seg_pr-1894.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt25_img-1897.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt25_seg_pr-1897.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt26_img-1900.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt26_seg_pr-1900.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt27_img-1903.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt27_seg_pr-1903.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt28_img-1906.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt28_seg_pr-1906.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt29_img-1909.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt29_seg_pr-1909.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt3_img-1831.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt3_seg_pr-1831.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt30_img-1912.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt30_seg_pr-1912.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt4_img-1834.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt4_seg_pr-1834.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt5_img-1837.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt5_seg_pr-1837.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt6_img-1840.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt6_seg_pr-1840.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt7_img-1843.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt7_seg_pr-1843.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt8_img-1846.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt8_seg_pr-1846.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt9_img-1849.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt9_seg_pr-1849.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt10_img-1853.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt10_seg_pr-1852.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt11_img-1856.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt11_seg_pr-1855.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt12_img-1859.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt12_seg_pr-1858.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt13_img-1862.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt13_seg_pr-1861.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt14_img-1865.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt14_seg_pr-1864.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt15_img-1868.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt15_seg_pr-1867.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt16_img-1871.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt16_seg_pr-1870.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt17_img-1874.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt17_seg_pr-1873.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt18_img-1877.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt18_seg_pr-1876.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt19_img-1880.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt19_seg_pr-1879.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt2_img-1829.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt2_seg_pr-1828.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt20_img-1883.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt20_seg_pr-1882.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt21_img-1886.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt21_seg_pr-1885.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt22_img-1889.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt22_seg_pr-1888.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt23_img-1892.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt23_seg_pr-1891.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt24_img-1895.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt24_seg_pr-1894.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt25_img-1898.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt25_seg_pr-1897.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt26_img-1901.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt26_seg_pr-1900.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt27_img-1904.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt27_seg_pr-1903.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt28_img-1907.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt28_seg_pr-1906.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt29_img-1910.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt29_seg_pr-1909.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt3_img-1832.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt3_seg_pr-1831.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt30_img-1913.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt30_seg_pr-1912.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt4_img-1835.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt4_seg_pr-1834.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt5_img-1838.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt5_seg_pr-1837.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt6_img-1841.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt6_seg_pr-1840.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt7_img-1844.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt7_seg_pr-1843.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt8_img-1847.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt8_seg_pr-1846.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e03_tmpt9_img-1850.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0031_2601_T2ME_corSENSE.e02_tmpt9_seg_pr-1849.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0024_1101_T2ME_corSENSE.e01_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0024_1101_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt2_img-342.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e03_tmpt2_seg_pr-344.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt3_img-345.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e03_tmpt3_seg_pr-347.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt4_img-1224.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e02_tmpt4_seg_pr-1225.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt5_img-348.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e03_tmpt5_seg_pr-350.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt6_img-1230.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e02_tmpt6_seg_pr-1231.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt7_img-351.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e03_tmpt7_seg_pr-353.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt8_img-1236.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e02_tmpt8_seg_pr-1237.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt9_img-354.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0024_1101_T2ME_corSENSE.e03_tmpt9_seg_pr-356.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt10_img-1242.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e02_tmpt10_seg_pr-1243.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt11_img-1245.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e02_tmpt11_seg_pr-1246.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt12_img-1248.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e02_tmpt12_seg_pr-1249.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e01_tmpt13_img-1251.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0024_1101_T2ME_corSENSE.e02_tmpt13_seg_pr-1252.nii.gz
